SMILES,sssr,clogp,mr,mw,tpsa,chi0n,chi1n,chi2n,chi3n,chi4n,chi0v,chi1v,chi2v,chi3v,chi4v,fracsp3,hall_kier_alpha,kappa1,kappa2,kappa3,labuteasa,number_aliphatic_rings,number_atom_stereocenters,number_bridgehead_atoms,number_HBA,number_HBD,number_hetero_atoms,number_hetero_cycles,number_rings,number_rotatable_bonds,number_saturated_rings,number_heavy_atoms,number_nh_oh,number_n_o,number_valence_electrons,max_partial_charge,min_partial_charge,fr_methoxy,fr_ether,fr_NH1,fr_NH0,fr_aniline,fr_unbrch_alkane,fr_bicyclic,fr_aryl_methyl,fr_Ndealkylation1,syba_score
CCN1CCN(C)c2c1c(C)c1nsnc1c2NC,3,2.31752,82.8557,277.1361166,44.29,11.81842302,6.612579237,4.909875407,3.931844242,2.924884145,12.6349196,7.342875981,5.438323095,4.46029193,3.530162773,0.538461538,-1.56,12.47261698,4.521898334,1.660196731,117.0932,1,0,0,6,1,6,2,3,2,0,19,1,5,102,0.12993508,-0.384527213,0,0,1,4,3,0,2,1,2,7.298281054713225
CNc1c2c(cc3nsnc13)N(CCOC)CCN2C,3,1.6356,84.3207,293.1310312,53.52,12.01112836,6.67974615,4.902658512,3.746633894,2.702695201,12.82762494,7.410042894,5.4311062,4.289203745,3.237124522,0.538461538,-1.6,13.38615917,5.414299597,2.064932362,122.2067453,1,0,0,7,1,7,2,3,4,0,20,1,6,108,0.129660109,-0.384527508,1,1,1,4,3,0,2,0,1,26.78981991877162
CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,3,2.7452,82.4637,277.1361166,44.29,11.76601677,6.63330518,5.245726067,3.423553991,2.627885659,12.58251335,7.363601923,5.774173755,3.966123841,3.16231498,0.538461538,-1.56,12.47261698,4.521898334,1.903204471,117.0932,1,0,0,6,1,6,2,3,3,0,19,1,5,102,0.129679043,-0.379276002,0,0,1,4,3,0,2,0,0,13.739284641029192
CCCN1CCN(CC)c2cc3nsnc3c(OC)c21,3,2.7562,84.358,292.1357823,41.49,12.21823514,7.128422894,4.976221406,3.836234217,2.909704702,13.03473172,7.858719637,5.504669094,4.378804067,3.435758276,0.571428571,-1.56,13.42431379,5.438441931,1.984487212,123.0218252,1,0,0,6,0,6,2,3,4,0,20,0,5,108,0.172802589,-0.492107652,1,1,0,4,2,0,2,0,1,14.66257203379022
CCNc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,4.0502,80.2897,273.1299686,37.81,11.49290993,7.394025742,5.733123955,4.85203435,4.212806808,12.30940651,8.124322485,6.261571643,5.380482038,4.791348067,0.6,-1.16,11.64886454,4.167794753,1.434824571,117.2975858,2,2,2,4,1,4,1,4,3,1,19,1,3,100,0.127968931,-0.383239856,0,0,1,2,1,0,6,1,0,10.83762846175677
CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,3,2.7452,82.4637,277.1361166,44.29,11.76601677,6.640154559,5.18449128,3.543422375,2.624598642,12.58251335,7.370451303,5.712938968,4.085992225,3.159027963,0.538461538,-1.56,12.47261698,4.521898334,1.816588525,117.0932,1,0,0,6,1,6,2,3,3,0,19,1,5,102,0.129671386,-0.38172931,0,0,1,4,3,0,2,0,0,10.17519822990747
CNc1cc2c(c3nsnc13)CC(C)CO2,3,2.304,65.3247,235.077933,47.04,9.279837873,5.379911757,4.232554397,2.947633701,2.122595099,10.09633445,6.1102085,4.761002085,3.476081389,2.708197438,0.454545455,-1.36,9.837011372,3.589443414,1.348272399,97.95719369,1,1,0,5,1,5,2,3,1,0,16,1,4,84,0.127925174,-0.492853397,0,1,1,2,1,0,3,0,0,-3.9590949961231434
CCNc1c2c(cc3nsnc13)OCC2C,3,2.619,65.4887,235.077933,47.04,9.279837873,5.467445382,4.037716415,2.888505791,2.178835295,10.09633445,6.197742126,4.566164103,3.431075641,2.713264616,0.454545455,-1.36,9.837011372,3.589443414,1.275681051,97.95719369,1,1,0,5,1,5,2,3,2,0,16,1,4,84,0.127947531,-0.492499523,0,1,1,2,1,0,2,0,0,1.3921707301242219
CCCN1CN(C)c2c1cc1nsnc1c2NC,3,2.3567,77.8687,263.1204665,44.29,10.89577329,6.189929507,4.604066993,3.352344688,2.630030765,11.71226987,6.92022625,5.132514681,3.894914538,3.164460086,0.5,-1.56,11.52589269,4.27576146,1.518889701,110.7282579,1,0,0,6,1,6,2,3,3,0,18,1,5,96,0.129661055,-0.384526768,0,0,1,4,3,0,2,0,0,7.374921258906026
CCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,3,2.70762,87.4727,291.1517667,44.29,12.5255298,7.112579237,5.317254439,4.043647641,3.102180458,13.34202638,7.842875981,5.845702127,4.572095329,3.707459087,0.571428571,-1.56,13.42431379,5.086989144,1.817238725,123.4581421,1,0,0,6,1,6,2,3,3,0,20,1,5,108,0.12993508,-0.384527213,0,0,1,4,3,0,2,1,1,10.426695811284349
CNc1c2c(c(C)c3nsnc13)OC(C)C2,3,2.36482,65.4927,235.077933,47.04,9.495380822,5.341340323,4.151707468,3.057610929,2.342844984,10.3118774,6.071637066,4.680155156,3.586058617,2.948123613,0.454545455,-1.36,9.837011372,3.314915608,1.147040623,97.95719369,1,1,0,5,1,5,2,3,1,0,16,1,4,84,0.129879312,-0.489642194,0,1,1,2,1,0,2,1,0,-2.4309944418241116
CNc1c2c(cc3nsnc13)OCCN2C,3,1.5616,65.7267,236.073182,50.28,9.149701199,5.119559675,3.750283145,2.804700032,2.02166504,9.96619778,5.849856419,4.278730833,3.347269882,2.556094361,0.4,-1.56,9.650773083,3.482071033,1.226071204,97.35208525,1,0,0,6,1,6,2,3,1,0,16,1,5,84,0.14667829,-0.489401966,0,1,1,3,2,0,2,0,1,6.4978647111101395
CCC1Cc2c(c(C)c3nsnc3c2C)O1,3,3.02164,65.3,234.0826841,35.01,9.702487603,5.629345126,4.371347009,3.437938403,2.39674064,10.51898418,6.359641869,4.899794697,3.966386091,3.047662815,0.5,-1.16,10.02355798,3.41728436,1.193191047,98.77227362,1,1,0,4,0,4,2,3,1,0,16,0,3,84,0.128089463,-0.489435928,0,1,0,2,0,0,2,2,0,-2.544538692525923
CCNc1c2c(cc3nsnc13)OC(C)C(C)O2,3,2.6713,71.7587,265.0884977,56.27,10.55832965,6.068059091,4.387052596,3.100586416,2.007226218,11.37482623,6.798355834,4.915500284,3.643156266,2.541655539,0.5,-1.56,11.52589269,4.27576146,1.676841131,109.435681,1,2,0,6,1,6,2,3,2,0,18,1,5,96,0.186796844,-0.482803038,0,2,1,2,1,0,2,0,0,2.695012362732505
CNc1cc2c(c3nsnc13)CCCO2,3,2.058,60.7777,221.062283,47.04,8.409594385,4.986064907,3.564269405,2.700373049,1.958575302,9.226090966,5.71636165,4.092717093,3.228820737,2.544177642,0.4,-1.36,8.909124352,3.341182435,1.264498608,91.59225158,1,0,0,5,1,5,2,3,1,0,15,1,4,78,0.127924986,-0.493132159,0,1,1,2,1,0,3,1,0,12.666752927419745
CCCCNc1cc(C)cc2nsnc12,2,3.21172,65.5497,221.0986685,37.81,9.078696363,5.277722677,3.724768344,2.351203717,1.565018524,9.895192944,6.008019421,4.253216032,2.893773567,2.106508926,0.454545455,-1.16,10.36092037,4.572830385,2.259636439,93.84947962,0,0,0,4,1,4,1,2,4,0,15,1,3,80,0.127386807,-0.383196119,0,0,1,2,1,1,1,1,0,49.9832370821469
CCNc1cc2c(c3nsnc13)C(C)(C)CO2,3,2.7931,70.0997,249.0935831,47.04,10.2024876,5.796725079,4.961589608,3.134801033,2.341051278,11.01898418,6.527021822,5.490037296,3.663248721,2.907747441,0.5,-1.36,10.77262992,3.565280797,1.488565444,104.3221358,1,0,0,5,1,5,2,3,2,0,17,1,4,90,0.127959349,-0.492206769,0,1,1,2,1,0,3,0,0,3.879816262110589
CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,3,2.7452,82.4637,277.1361166,44.29,11.76601677,6.655615339,5.062275077,3.709609499,2.692974716,12.58251335,7.385912083,5.590722765,4.25217935,3.227404037,0.538461538,-1.56,12.47261698,4.521898334,1.735753698,117.0932,1,0,0,6,1,6,2,3,3,0,19,1,5,102,0.129661405,-0.384526492,0,0,1,4,3,0,2,0,0,11.163799636028358
Cc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,3,2.94662,73.501,280.0881634,53.47,11.38922767,6.325113156,4.979888377,2.946827144,2.133846687,12.20572425,7.0554099,5.508336065,3.475274832,2.730749569,0.538461538,-1.56,12.47261698,4.521898334,1.996166239,115.3643062,1,1,0,6,0,6,2,3,2,0,19,0,5,102,0.206285977,-0.485325984,0,3,0,2,0,0,2,1,0,-8.186193186824543
CCCCN1CN(CC)c2cc3nsnc3cc21,3,3.0952,77.556,262.1252176,32.26,10.88733712,6.593400727,4.708339061,3.536188317,2.484857586,11.7038337,7.323697471,5.236786749,4.09288033,2.994081146,0.538461538,-1.36,11.71480337,4.723353624,1.824297159,111.5433378,1,0,0,5,0,5,2,3,4,0,18,0,4,96,0.106509684,-0.352359721,0,0,0,4,2,0,2,0,0,17.00429688621153
CCCN1CN(CC)c2cc3nsnc3c(NC)c21,3,2.7468,82.4857,277.1361166,44.29,11.60288007,6.766050458,4.762180876,3.627151098,2.775429482,12.41937665,7.496347202,5.290628564,4.169720948,3.309858803,0.538461538,-1.56,12.47261698,4.845484639,1.816588525,117.0932,1,0,0,6,1,6,2,3,4,0,19,1,5,102,0.129661235,-0.384526626,0,0,1,4,3,0,2,0,0,8.713410777988516
CCN1CN(C)c2c1cc1nsnc1c2C,3,2.23332,68.442,234.0939174,32.26,9.688666504,5.439929507,4.196687962,3.227344688,2.448814445,10.50516308,6.17022625,4.725135649,3.769914538,3.028887313,0.454545455,-1.36,9.837011372,3.314915608,1.147040623,98.81345362,1,0,0,5,0,5,2,3,1,0,16,0,4,84,0.109421577,-0.354958777,0,0,0,4,2,0,2,1,0,-0.3778269024552219
CCC1Oc2c(cc3nsnc3c2C)OC1C(C)C,3,3.57412,76.113,278.1088988,44.24,11.63567992,6.706087324,5.351818329,3.659449218,2.588525418,12.4521765,7.436384068,5.880266017,4.202019068,3.168598286,0.571428571,-1.36,12.66258162,4.63308663,1.961557681,116.6157031,1,2,0,5,0,5,2,3,2,0,19,0,4,102,0.166580467,-0.482303587,0,2,0,2,0,0,2,1,0,-10.475796100952449
CCNc1cc2c(c3nsnc13)CCO2,3,2.058,60.7777,221.062283,47.04,8.409594385,5.046725079,3.4910461,2.579210407,1.925187767,9.226090966,5.777021822,4.019493788,3.107658095,2.510790106,0.4,-1.36,8.909124352,3.341182435,1.264498608,91.59225158,1,0,0,5,1,5,2,3,2,0,15,1,4,78,0.127937228,-0.492791058,0,1,1,2,1,0,3,0,0,10.109674616797353
CNc1c2c(cc3nsnc13)OC(C)C2,3,2.0564,60.7557,221.062283,47.04,8.572731091,4.918690592,3.742805274,2.68746179,2.064022261,9.389227672,5.648987336,4.271252962,3.23003164,2.598451582,0.4,-1.36,8.909124352,3.064489165,1.192544416,91.59225158,1,1,0,5,1,5,2,3,1,0,15,1,4,78,0.127926879,-0.489922076,0,1,1,2,1,0,2,0,0,-0.31673284241337685
CCN1CN(C)c2cc3nsnc3c(NC)c21,3,1.9666,73.2517,249.1048165,44.29,10.1886665,5.689929507,4.196687962,3.245607184,2.410692037,11.00516308,6.42022625,4.725135649,3.788177034,2.945121358,0.454545455,-1.56,10.58494782,3.731151032,1.366424562,104.3633158,1,0,0,6,1,6,2,3,2,0,17,1,5,90,0.129661231,-0.384526629,0,0,1,4,3,0,2,0,0,0.7807547344622412
CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,4.18632,80.2657,273.1299686,37.81,11.49290993,7.33336557,5.922463784,4.844949521,4.075412295,12.30940651,8.063662313,6.450911471,5.373397208,4.680690924,0.6,-1.16,11.64886454,4.167794753,1.492979422,117.2975858,2,2,2,4,1,4,1,4,3,1,19,1,3,100,0.127958271,-0.382972792,0,0,1,2,1,0,6,1,0,14.560246268214563
CCCCN1CN(C)c2c1cc1nsnc1c2NC,3,2.7468,82.4857,277.1361166,44.29,11.60288007,6.689929507,4.957620384,3.640405164,2.709087706,12.41937665,7.42022625,5.486068072,4.182975014,3.243517028,0.538461538,-1.56,12.47261698,4.845484639,1.903204471,117.0932,1,0,0,6,1,6,2,3,4,0,19,1,5,102,0.129661055,-0.384526768,0,0,1,4,3,0,2,0,0,14.239013321132148
CCNc1c2c(cc3nsnc13)C1CCC2C1,4,3.4878,70.9117,245.0986685,37.81,9.863153414,6.410715839,5.123655021,4.257524726,3.620074444,10.67964999,7.141012583,5.652102709,4.800094576,4.154503765,0.538461538,-1.16,9.82791026,3.417555445,1.216837935,104.5677015,2,2,2,4,1,4,1,4,2,1,17,1,3,88,0.127683444,-0.383240142,0,0,1,2,1,0,6,0,0,-2.0897581359815236
CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,3,2.9928,87.0327,291.1517667,44.29,12.47312355,7.106431726,5.721435652,3.677628347,2.676123526,13.28962014,7.836728469,6.24988334,4.220198198,3.210552847,0.571428571,-1.56,13.42431379,5.086989144,2.07690567,123.4581421,1,0,0,6,1,6,2,3,4,0,20,1,5,108,0.129671374,-0.381194366,0,0,1,4,3,0,2,0,0,18.29954432035232
CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,3,1.9391,79.1817,279.1153812,53.52,11.46715828,6.217822305,4.460167066,3.5651552,2.764888822,12.28365486,6.948119048,4.988614754,4.10772505,3.299318143,0.5,-1.6,12.43464768,4.499773243,1.579548157,115.8418031,1,1,0,7,1,7,2,3,3,0,19,1,6,102,0.209576257,-0.384525681,1,1,1,4,3,0,2,0,0,0.8114014546569737
CCC(C)Nc1cc(OC)cc2nsnc12,2,2.9103,67.3427,237.0935831,47.04,9.650081361,5.310815417,3.760547822,2.584575659,1.459513445,10.46657794,6.04111216,4.28899551,3.12714551,2.001003848,0.454545455,-1.36,11.13515636,4.65365309,2.087887082,98.96302485,0,1,0,5,1,5,1,2,4,0,16,1,4,86,0.127656637,-0.496602155,1,1,1,2,1,0,1,0,0,53.4608627864483
CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,3,2.9928,87.0327,291.1517667,44.29,12.47312355,7.106431726,5.737211317,3.547908908,2.873226245,13.28962014,7.836728469,6.265659005,4.090478759,3.407655566,0.571428571,-1.56,13.42431379,5.086989144,2.07690567,123.4581421,1,0,0,6,1,6,2,3,4,0,20,1,5,108,0.129671039,-0.381729585,0,0,1,4,3,0,2,0,0,15.030342947443103
COCCN1CN(C)c2c1cc1nsnc1c2C,3,1.85982,74.644,264.1044821,41.49,10.80402158,5.92974615,4.596866273,3.410952527,2.571112873,11.62051816,6.660042894,5.125313961,3.953522377,3.15118574,0.5,-1.4,11.67700312,4.365280403,1.638244073,110.291941,1,0,0,6,0,6,2,3,3,0,18,0,5,96,0.109421577,-0.382851607,1,1,0,4,2,0,2,1,0,11.154876149625405
CCCN1CN(CC)c2cc3nsnc3c(C)c21,3,3.01352,77.676,262.1252176,32.26,11.10288007,6.516050458,4.762180876,3.613954496,2.768575281,11.91937665,7.246347202,5.290628564,4.156524347,3.348648149,0.538461538,-1.36,11.71480337,4.387759597,1.570899407,111.5433378,1,0,0,5,0,5,2,3,3,0,18,0,4,96,0.10942175,-0.352351212,0,0,0,4,2,0,2,1,0,4.089071604073027
CCCN1CN(C)c2cc3nsnc3cc21,3,2.315,68.322,234.0939174,32.26,9.473123554,5.517279776,4.196671787,2.978387326,2.237913623,10.28962014,6.247576519,4.725119475,3.535079339,2.747137183,0.454545455,-1.36,9.837011372,3.589443414,1.348272399,98.81345362,1,0,0,5,0,5,2,3,2,0,16,0,4,84,0.106509682,-0.355174131,0,0,0,4,2,0,2,0,0,8.785969832607705
CCCc1cc(NCC)c2nsnc2c1,2,3.0756,65.5737,221.0986685,37.81,9.078696363,5.338382849,3.555666365,2.326774472,1.706328401,9.895192944,6.068679592,4.084114053,2.869344322,2.247818804,0.454545455,-1.16,10.36092037,4.572830385,2.094394869,93.84947962,0,0,0,4,1,4,1,2,4,0,15,1,3,80,0.127387006,-0.383473396,0,0,1,2,1,0,1,1,0,38.952686148754566
CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,3,2.8452,76.5417,279.1041478,56.27,11.31784268,6.601906556,4.596595179,3.207077934,2.383284514,12.13433926,7.332203299,5.125042867,3.735525622,2.961825772,0.538461538,-1.56,12.47261698,4.845484639,1.903204471,115.8006232,1,1,0,6,1,6,2,3,3,0,19,1,5,102,0.186736055,-0.483632572,0,2,1,2,1,0,2,1,0,-3.287758240386516
CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,3,2.59592,78.989,278.1201322,41.49,11.67426506,6.467822305,4.867546098,3.680846066,2.871024388,12.49076164,7.198119048,5.395993785,4.223415916,3.451097255,0.538461538,-1.4,12.62457309,4.610774288,1.701704371,116.6568831,1,1,0,6,0,6,2,3,3,0,19,0,5,102,0.209535849,-0.343688444,1,1,0,4,2,0,2,1,0,0.3074221555314608
CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,3,2.6999,82.7237,277.1361166,44.29,11.98155972,6.479833959,5.389344958,3.71173355,3.000926714,12.7980563,7.210130702,5.917792646,4.240181238,3.567622877,0.538461538,-1.56,12.47261698,4.229676078,1.589467958,117.0932,1,0,0,6,1,6,2,3,2,0,19,1,5,102,0.129957867,-0.384526468,0,0,1,4,3,0,2,0,0,6.973204539026993
CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,3,3.57412,76.113,278.1088988,44.24,11.63567992,6.706087324,5.351818329,3.659449218,2.589708255,12.4521765,7.436384068,5.880266017,4.202019068,3.169781122,0.571428571,-1.36,12.66258162,4.63308663,1.961557681,116.6157031,1,2,0,5,0,5,2,3,2,0,19,0,4,102,0.166595848,-0.482574066,0,2,0,2,0,0,2,1,0,-9.679513725363455
CCCC1Oc2c(cc3nsnc3c2NC)OC1C,3,3.0614,76.3757,279.1041478,56.27,11.26543643,6.545403722,4.728730978,3.398219369,2.422085802,12.08193301,7.275700465,5.257178666,3.940789219,2.956515123,0.538461538,-1.56,12.47261698,4.845484639,1.996166239,115.8006232,1,2,0,6,1,6,2,3,3,0,19,1,5,102,0.18679919,-0.482791168,0,2,1,2,1,0,2,0,0,-5.4852889190273375
CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,3,2.6027,82.4157,277.1361166,44.29,11.76601677,6.530310774,5.563321769,3.407887832,2.517835591,12.58251335,7.260607518,6.091769457,3.950457682,3.052264912,0.538461538,-1.56,12.47261698,4.521898334,1.996166239,117.0932,1,0,0,6,1,6,2,3,3,0,19,1,5,102,0.129671371,-0.381194367,0,0,1,4,3,0,2,0,0,16.370574734726006
CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,3,2.58962,71.8787,265.0884977,56.27,10.7738726,5.93004865,4.515624705,3.372961361,2.147255515,11.59036918,6.660345393,5.044072393,3.901409049,2.752534143,0.5,-1.56,11.52589269,3.98036133,1.448154774,109.435681,1,2,0,6,1,6,2,3,1,0,18,1,5,96,0.187069164,-0.482520604,0,2,1,2,1,0,2,1,0,0.7414248648158459
CNc1c2c(c(C)c3nsnc13)CCN2C,3,2.03372,68.6727,234.0939174,41.05,9.664102639,5.402963517,4.210152872,3.384785447,2.537475799,10.48059922,6.13326026,4.73860056,3.913233135,3.142754428,0.454545455,-1.36,9.837011372,3.314915608,1.089897717,98.60348213,1,0,0,5,1,5,2,3,1,0,16,1,4,84,0.129793878,-0.384583756,0,0,1,3,2,0,2,1,1,5.070464335372811
Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,3,2.97814,65.41,234.0826841,35.01,9.918030553,5.408714638,5.088120196,3.395719585,2.584507226,10.73452713,6.139011381,5.616567884,3.924167273,3.235429401,0.5,-1.16,10.02355798,2.943931332,1.079187637,98.77227362,1,0,0,4,0,4,2,3,0,0,16,0,3,84,0.12822981,-0.49199902,0,1,0,2,0,0,2,2,0,-7.2112530646202515
CCC1CNc2c1c(OC)cc1nsnc21,3,2.619,65.4887,235.077933,47.04,9.279837873,5.417916559,3.985531226,3.199516851,2.345254035,10.09633445,6.148213303,4.513978914,3.742086701,2.879683356,0.454545455,-1.36,9.837011372,3.589443414,1.208798201,97.95719369,1,1,0,5,1,5,2,3,2,0,16,1,4,84,0.127947124,-0.49629874,1,1,1,2,1,0,3,0,0,-10.404691696076641
CNc1c2c(cc3nsnc13)N(CCOC)CN2C,3,1.5931,79.4537,279.1153812,53.52,11.30402158,6.17974615,4.596866273,3.424149128,2.561593845,12.12051816,6.910042894,5.125313961,3.966718978,3.096023166,0.5,-1.6,12.43464768,4.822237651,1.891634033,115.8418031,1,0,0,7,1,7,2,3,4,0,19,1,6,102,0.129661055,-0.384526768,1,1,1,4,3,0,2,0,0,15.779215323540896
CNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,3.40612,71.0317,245.0986685,37.81,10.07869636,6.272705398,5.245687088,4.543172825,3.899534924,10.89519294,7.003002142,5.774134776,5.071620513,4.504813552,0.538461538,-1.16,9.82791026,3.192334883,1.069009603,104.5677015,2,2,2,4,1,4,1,4,1,1,17,1,3,88,0.127948183,-0.386037068,0,0,1,2,1,0,6,1,0,1.807943442464449
CCCN1CN(C)c2c1c(C)c1nsnc1c2C,3,2.93184,77.796,262.1252176,32.26,11.31842302,6.362579237,5.011462199,3.707966274,2.964107879,12.1349196,7.092875981,5.539909887,4.236413962,3.615030054,0.538461538,-1.36,11.71480337,4.086701102,1.430211723,111.5433378,1,0,0,5,0,5,2,3,2,0,18,0,4,96,0.109696836,-0.354950036,0,0,0,4,2,0,2,2,0,2.9662096749645404
CCNc1cc2c(c3nsnc13)C(CC)CO2,3,3.0091,70.1057,249.0935831,47.04,9.986944654,6.005450185,4.243882081,3.247952888,2.370735517,10.80344123,6.735746928,4.772329769,3.776400576,2.944492762,0.5,-1.36,10.77262992,4.143179753,1.566610342,104.3221358,1,1,0,5,1,5,2,3,3,0,17,1,4,90,0.127948441,-0.492488357,0,1,1,2,1,0,3,0,0,4.345243602373737
CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,3,1.92742,78.2387,263.1204665,44.29,11.11131623,6.036458286,4.751761524,3.681109391,2.718083276,11.92781282,6.766755029,5.280209212,4.209557079,3.323361905,0.5,-1.56,11.52589269,3.98036133,1.382248405,110.7282579,1,0,0,6,1,6,2,3,1,0,18,1,5,96,0.129935077,-0.384527214,0,0,1,4,3,0,2,1,2,6.202360771179114
CCCOc1cc2nsnc2c2c1OCCN2,3,2.2844,67.1857,251.0728477,56.27,9.524949456,5.685970968,3.834483656,2.581302251,1.839759985,10.34144604,6.416267711,4.362931344,3.123872102,2.374189306,0.454545455,-1.56,10.58494782,4.36680026,1.77918262,103.0707389,1,0,0,6,1,6,2,3,3,0,17,1,5,90,0.186351401,-0.489540503,0,2,1,2,1,0,3,0,0,-4.1202827623868
CC1Cc2cc3nsnc3c(N(C)C)c2O1,3,2.0807,65.536,235.077933,38.25,9.519944687,5.286724581,4.372397655,2.829505525,2.195238841,10.33644127,6.017021324,4.900845343,3.372075375,2.724849445,0.454545455,-1.36,9.837011372,3.314915608,1.275681051,98.16716518,1,1,0,5,0,5,2,3,1,0,16,0,4,84,0.148258402,-0.487817126,0,1,0,3,1,0,2,0,0,9.781533279509635
CCOc1cc2nsnc2c2c1OC(C)CO2,3,2.2497,64.169,252.0568632,53.47,9.596334454,5.507842542,3.837392964,2.508069286,1.800972421,10.41283103,6.238139286,4.365840652,3.050639136,2.327025996,0.454545455,-1.56,10.58494782,4.030245639,1.682872514,102.634422,1,1,0,6,0,6,2,3,2,0,17,0,5,90,0.20598494,-0.489749372,0,3,0,2,0,0,3,0,0,-8.07274513483802
CCNc1c2c(cc3nsnc13)N(C)CC2,3,2.1154,68.5527,234.0939174,41.05,9.44855969,5.540973958,4.083087752,3.097125598,2.312061426,10.26505627,6.271270701,4.61153544,3.639695449,2.846490747,0.454545455,-1.36,9.837011372,3.589443414,1.275681051,98.60348213,1,0,0,5,1,5,2,3,2,0,16,1,4,84,0.127811379,-0.383193646,0,0,1,3,2,0,2,0,1,15.632789932034044
CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,3,2.98132,76.5177,279.1041478,56.27,11.31784268,6.579251187,4.609127938,3.361396062,2.296100101,12.13433926,7.30954793,5.137575626,3.88984375,2.90137873,0.538461538,-1.56,12.47261698,4.845484639,1.903204471,115.8006232,1,1,0,6,1,6,2,3,3,0,19,1,5,102,0.186725329,-0.483620959,0,2,1,2,1,0,2,1,0,8.976399435442453
CCC1COc2c1c(C)c1nsnc1c2C,3,3.19414,65.416,234.0826841,35.01,9.702487603,5.617439744,4.370412669,3.518065219,2.554884191,10.51898418,6.347736487,4.898860357,4.046512907,3.205806366,0.5,-1.16,10.02355798,3.41728436,1.134043644,98.77227362,1,1,0,4,0,4,2,3,1,0,16,0,3,84,0.127949903,-0.492280552,0,1,0,2,0,0,2,2,0,-7.199283187943008
CCNc1c2c(cc3nsnc13)OC(CC)CO2,3,2.6729,71.7807,265.0884977,56.27,10.39519294,6.156601456,4.200225744,2.985467727,2.046762876,11.21168953,6.886898199,4.728673432,3.528037577,2.581192198,0.5,-1.56,11.52589269,4.60530906,1.765220542,109.435681,1,1,0,6,1,6,2,3,3,0,18,1,5,96,0.186441409,-0.483628141,0,2,1,2,1,0,2,0,0,5.9659996953310985
CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,3,2.7452,82.4637,277.1361166,44.29,11.76601677,6.61749919,5.067682802,3.939404368,2.675839611,12.58251335,7.347795933,5.59613049,4.481974218,3.210268932,0.538461538,-1.56,12.47261698,4.521898334,1.735753698,117.0932,1,1,0,6,1,6,2,3,3,0,19,1,5,102,0.129661404,-0.384526492,0,0,1,4,3,0,2,0,0,7.214208949606212
CCCNc1cc(CC)cc2nsnc12,2,3.0756,65.5737,221.0986685,37.81,9.078696363,5.338382849,3.555666365,2.394570932,1.546658208,9.895192944,6.068679592,4.084114053,2.937140782,2.08814861,0.454545455,-1.16,10.36092037,4.572830385,2.094394869,93.84947962,0,0,0,4,1,4,1,2,4,0,15,1,3,80,0.127387169,-0.383206331,0,0,1,2,1,0,1,1,0,42.895503036299914
CCOc1cc(NC)c2nsnc2c1CC,2,2.6941,67.5087,237.0935831,47.04,9.702487603,5.400278469,3.398820395,2.525087671,1.783081181,10.51898418,6.130575212,3.927268082,3.053535359,2.368683521,0.454545455,-1.36,11.13515636,4.65365309,1.710724539,98.96302485,0,0,0,5,1,5,1,2,4,0,16,1,4,86,0.12792478,-0.493432985,0,1,1,2,1,0,1,1,0,28.165415369678254
Cc1c2c(c(C)c3nsnc13)C(C)CO2,3,2.80404,60.799,220.067034,35.01,8.995380822,5.079434941,4.166288524,3.158632465,2.359126572,9.811877403,5.809731685,4.694736211,3.687080153,3.010048747,0.454545455,-1.16,9.094017447,2.917193556,1.053710561,92.40733151,1,1,0,4,0,4,2,3,0,0,15,0,3,78,0.12793911,-0.492291681,0,1,0,2,0,0,2,2,0,-15.03509203715555
CNc1c2c(cc3nsnc13)OCCCC2,3,2.4481,65.3947,235.077933,47.04,9.116701166,5.486064907,3.915781274,2.946407208,2.173293603,9.933197747,6.21636165,4.444228962,3.488977058,2.707722924,0.454545455,-1.36,9.837011372,3.899541744,1.427240851,97.95719369,1,0,0,5,1,5,2,3,1,0,16,1,4,84,0.127924357,-0.49314432,0,1,1,2,1,0,2,0,0,10.584895258855381
